ID,Answers
280,0
281,1
282,1
283,0
284,1
285,0
286,1
287,1
288,1
289,0
290,0
291,0
292,1
293,0
294,0
295,0
296,0
297,0
298,1
299,0
300,0
301,0
302,0
303,0
304,0
305,0
306,1
307,0
308,0
309,0
310,1
311,1
312,0
313,1
314,0
315,1
316,1
317,1
318,0
319,1
320,0
321,0
322,0
323,1
324,0
325,0
326,1
327,1
328,0
329,0
330,0
331,0
332,1
333,0
334,0
335,1
336,1
337,0
338,1
339,1
340,1
341,0
342,0
343,0
344,0
345,1
346,1
347,0
348,0
349,0
350,0
351,0
352,1
353,1
354,1
355,1
356,0
357,1
358,0
359,1
360,1
361,1
362,1
363,0
364,0
365,0
366,0
367,1
368,1
369,1
370,0
371,1
372,1
373,1
374,1
375,0
376,1
377,1
378,0
379,1
380,0
381,0
382,0
383,1
384,0
385,0
386,1
387,0
388,1
389,1
390,1
391,1
392,0
393,1
394,1
395,0
396,1
397,1
398,0
399,0
400,0
401,0
402,1
403,1
404,0
405,1
406,1
407,0
408,0
409,1
410,0
411,0
412,1
413,1
414,0
415,1
416,0
417,0
418,1
419,1
420,0
421,1
422,1
423,0
424,1
425,0
426,1
427,1
428,0
429,0
430,0
431,1
432,0
433,0
434,0
435,0
436,0
437,0
438,0
439,0
440,0
441,0
442,0
443,1
444,0
445,1
446,0
447,1
448,1
449,0
450,1
451,0
452,1
453,0
454,1
455,1
456,1
457,1
458,1
459,0
460,1
461,1
462,0
463,1
464,0
465,1
466,0
467,1
468,0
469,0
470,0
471,0
472,1
473,0
474,0
475,1
476,1
477,0
478,0
479,1
480,0
481,1
482,0
483,0
484,1
485,0
486,1
487,0
488,0
489,0
490,0
491,0
492,1
493,1
494,0
495,1
496,0
497,1
498,1
499,0
500,1
501,0
502,0
503,0
504,1
505,1
506,1
507,0
508,1
509,1
510,1
511,0
512,0
513,0
514,0
515,0
516,1
517,0
518,0
519,0
520,1
521,0
522,0
523,0
524,0
525,0
526,0
527,1
528,1
529,0
530,1
531,1
532,1
533,0
534,1
535,0
536,1
537,0
538,0
539,0
540,1
541,1
542,1
543,0
544,0
545,1
546,0
547,0
548,0
549,0
550,0
551,1
552,1
553,0
554,1
555,0
556,1
557,1
558,1
559,1
560,0
561,1
562,1
563,1
564,1
565,1
566,0
567,0
568,0
569,1
570,0
571,0
572,0
573,0
574,0
575,0
576,1
577,1
578,1
579,0
580,1
581,1
582,1
583,0
584,0
585,0
586,0
587,0
588,1
589,1
590,1
591,0
592,1
593,0
594,1
595,1
596,0
597,0
598,1
599,0
600,1
601,1
602,1
603,0
604,0
605,1
606,0
607,1
608,0
609,0
610,1
611,0
612,1
613,0
614,1
615,1
616,0
617,0
618,0
619,0
620,0
621,0
622,0
623,0
624,1
625,1
626,0
627,0
628,0
629,0
630,0
631,0
632,0
633,0
634,1
635,1
636,0
637,0
638,0
639,0
640,0
641,0
642,1
643,1
644,0
645,1
646,0
647,0
648,0
649,0
650,1
651,0
652,1
653,1
654,0
655,0
656,0
657,0
658,1
659,0
660,0
661,0
662,0
663,0
664,0
665,0
666,0
667,0
668,1
669,0
670,0
671,0
672,0
673,1
674,1
675,0
676,0
677,1
678,1
679,0
680,1
681,1
682,0
683,1
684,0
685,0
686,1
687,0
688,0
689,0
690,1
691,1
692,0
693,1
694,0
695,1
696,0
697,1
698,0
699,1
700,0
701,1
702,0
703,0
704,0
705,0
706,0
707,0
708,1
709,0
710,1
711,0
712,1
713,0
714,0
715,0
716,0
717,1
718,0
719,1
720,1
721,0
722,0
723,1
724,0
725,0
726,0
727,0
728,1
729,0
730,0
731,0
732,1
733,0
734,0
735,0
736,1
737,0
738,0
739,0
740,1
741,0
742,0
743,0
744,0
745,0
746,0
747,1
748,1
749,0
750,1
751,0
752,0
753,0
754,0
755,0
756,0
757,0
758,0
759,0
760,1
761,1
762,0
763,0
764,1
765,1
766,1
767,0
768,0
769,1
770,0
771,0
772,0
773,0
774,1
775,0
776,1
777,0
778,0
779,0
780,0
781,0
782,1
783,1
784,1
785,0
786,0
787,1
788,1
789,1
790,0
791,0
792,1
793,0
794,0
795,0
796,0
797,0
798,1
799,0
800,0
801,0
802,0
803,0
804,0
805,0
806,1
807,0
808,0
809,0
810,0
811,0
812,0
813,1
814,0
815,0
816,1
817,0
818,1
819,0
820,0
821,0
822,1
823,0
824,1
825,0
826,1
827,1
828,1
829,1
830,0
831,0
832,0
833,0
834,1
835,0
836,0
837,0
838,1
839,0
840,1
841,0
842,1
843,0
844,0
845,1
846,1
847,0
848,1
849,0
850,0
851,0
852,0
853,1
854,0
855,1
856,1
857,0
858,0
859,1
860,0
861,1
862,1
863,1
864,1
865,0
866,0
867,0
868,0
869,1
870,1
871,1
872,0
873,1
874,0
875,1
876,0
877,1
878,0
879,0
880,0
881,1
882,0
883,1
884,0
885,1
886,0
887,0
888,0
889,0
890,1
891,1
892,0
893,1
894,0
895,0
896,1
897,0
898,1
899,0
900,1
901,0
902,0
903,0
904,1
905,1
906,0
907,0
908,0
909,1
910,0
911,0
912,0
913,1
914,0
915,0
916,0
917,0
918,1
919,0
920,0
921,0
922,1
923,0
924,1
925,0
926,1
927,0
928,1
929,0
930,0
931,0
932,0
933,0
934,1
935,0
936,1
937,1
938,0
939,1
940,1
941,0
942,0
943,1
944,0
945,0
946,0
947,0
948,1
949,0
950,1
951,1
952,1
953,0
954,1
955,1
956,0
957,1
958,1
959,0
960,0
961,1
962,1
963,1
964,0
965,0
966,0
967,1
968,0
969,0
970,0
971,0
972,0
973,1
974,0
975,0
976,0
977,1
978,1
979,0
980,0
981,0
982,0
983,0
984,0
985,0
986,1
987,0
988,1
989,1
990,1
991,0
992,0
993,0
994,1
995,1
996,1
997,0
998,0
999,0
1000,1
1001,0
1002,1
1003,0
1004,1
1005,0
1006,1
1007,0
1008,1
1009,1
1010,1
1011,0
1012,1
1013,1
1014,0
1015,1
1016,0
1017,1
1018,1
1019,0
1020,0
1021,0
1022,0
1023,0
1024,0
1025,1
1026,0
1027,1
1028,0
1029,1
1030,1
1031,0
1032,1
1033,0
1034,0
1035,0
1036,1
1037,0
1038,1
1039,0
1040,0
1041,1
1042,0
1043,0
1044,1
1045,1
1046,0
1047,0
1048,0
1049,1
1050,0
1051,1
1052,1
1053,0
1054,0
1055,0
1056,0
1057,1
1058,1
1059,0
1060,1
1061,1
1062,0
1063,1
1064,1
1065,1
1066,0
1067,0
1068,0
1069,0
1070,0
1071,1
1072,1
1073,0
1074,1
1075,1
1076,1
1077,0
1078,1
1079,0
1080,0
1081,1
1082,0
1083,1
1084,0
1085,1
1086,1
1087,1
1088,0
1089,1
1090,0
1091,0
1092,1
1093,0
1094,1
1095,0
1096,0
1097,1
1098,0
1099,0
1100,1
1101,1
1102,0
1103,0
1104,1
1105,0
1106,0
1107,0
1108,0
1109,0
1110,0
1111,1
1112,0
1113,0
1114,0
1115,1
1116,0
1117,0
1118,0
1119,1
1120,0
1121,0
1122,1
1123,1
1124,0
1125,0
1126,0
1127,1
1128,0
1129,0
1130,0
1131,1
1132,0
1133,0
1134,1
1135,0
1136,0
1137,1
1138,0
1139,1
1140,1
1141,1
1142,0
1143,0
1144,0
1145,0
1146,0
1147,1
1148,0
1149,1
1150,1
1151,0
1152,0
1153,0
1154,0
1155,0
1156,1
1157,1
1158,1
1159,1
1160,1
1161,0
1162,1
1163,1
1164,0
1165,0
1166,1
1167,0
1168,1
1169,1
1170,0
1171,0
1172,0
1173,0
1174,1
1175,1
1176,1
1177,1
1178,0
1179,0
1180,1
1181,1
1182,0
1183,1
1184,0
1185,1
1186,0
1187,0
1188,0
1189,1
1190,1
1191,0
1192,1
1193,0
1194,0
1195,0
1196,1
1197,1
1198,0
1199,0
1200,1
1201,0
1202,1
1203,1
1204,1
1205,0
1206,0
1207,0
1208,1
1209,1
1210,0
1211,0
1212,0
1213,0
1214,0
1215,1
1216,0
1217,1
1218,0
1219,0
1220,1
1221,1
1222,1
1223,1
1224,0
1225,0
1226,1
1227,1
1228,0
1229,0
1230,1
1231,1
1232,1
1233,1
1234,1
1235,1
1236,1
1237,1
1238,0
1239,0
1240,0
1241,0
1242,0
1243,0
1244,0
1245,1
1246,1
1247,1
1248,1
1249,0
1250,1
1251,0
1252,0
1253,0
1254,0
1255,0
1256,1
1257,0
1258,0
1259,0
1260,1
1261,1
1262,0
1263,0
1264,0
1265,1
1266,1
1267,1
1268,1
1269,0
1270,0
1271,1
1272,1
1273,1
1274,1
1275,0
1276,1
1277,0
1278,1
1279,0
1280,0
1281,0
1282,0
1283,0
1284,0
1285,0
1286,1
1287,1
1288,0
1289,0
1290,0
1291,0
1292,0
1293,0
1294,0
1295,0
1296,1
1297,0
1298,1
1299,1
1300,0
1301,0
1302,0
1303,1
1304,1
1305,0
1306,1
1307,0
1308,0
1309,0
1310,0
1311,0
1312,0
1313,0
1314,0
1315,0
1316,0
1317,0
1318,1
1319,1
1320,1
1321,1
1322,1
1323,1
1324,1
1325,0
1326,0
1327,0
1328,1
1329,0
1330,0
1331,0
1332,1
1333,0
1334,1
1335,0
1336,0
1337,0
1338,0
1339,0
1340,1
1341,0
1342,0
1343,1
1344,0
1345,0
1346,0
1347,0
1348,0
1349,1
1350,1
1351,0
1352,1
1353,0
1354,0
1355,0
1356,0
1357,0
1358,0
1359,0
1360,1
1361,0
1362,0
1363,0
1364,0
1365,1
1366,1
1367,1
1368,1
1369,1
1370,1
1371,1
1372,1
1373,0
1374,0
1375,1
1376,0
1377,1
1378,0
1379,1
1380,0
1381,1
1382,1
1383,1
1384,1
1385,1
1386,0
1387,0
1388,0
1389,1
1390,1
1391,1
1392,0
1393,0
1394,0
1395,0
1396,1
1397,1
1398,0
1399,0
1400,0
1401,0
1402,0
1403,0
1404,1
1405,1
1406,1
1407,1
1408,0
1409,0
1410,1
1411,0
1412,1
1413,0
1414,1
1415,0
1416,0
1417,1
1418,0
1419,1
1420,1
1421,1
1422,0
1423,1
1424,1
1425,0
1426,0
1427,0
1428,0
1429,0
1430,1
1431,1
1432,0
1433,1
1434,1
1435,0
1436,1
1437,0
1438,1
1439,1
1440,0
1441,0
1442,1
1443,1
1444,1
1445,1
1446,0
1447,1
1448,1
1449,0
1450,0
1451,0
1452,1
1453,1
1454,0
1455,0
1456,0
1457,0
1458,0
1459,1
1460,1
1461,1
1462,0
1463,1
1464,1
1465,1
1466,0
1467,1
1468,0
1469,0
1470,0
1471,0
1472,0
1473,0
1474,0
1475,0
1476,1
1477,1
1478,1
1479,0
1480,0
1481,0
1482,1
1483,0
1484,0
1485,0
1486,0
1487,1
1488,0
1489,0
1490,1
1491,0
1492,0
1493,1
1494,1
1495,0
1496,0
1497,0
1498,0
1499,0
1500,1
1501,0
1502,0
1503,0
1504,0
1505,1
1506,1
1507,1
1508,1
1509,0
1510,1
1511,1
1512,1
1513,0
1514,1
1515,0
1516,0
1517,1
1518,0
1519,1
1520,0
1521,1
1522,1
1523,0
1524,1
1525,0
1526,1
1527,1
1528,1
1529,1
1530,1
1531,0
1532,1
1533,0
1534,0
1535,0
1536,0
1537,0
1538,0
1539,0
1540,1
1541,0
1542,1
1543,0
1544,0
1545,0
1546,0
1547,1
1548,1
1549,0
1550,0
1551,0
1552,0
1553,1
1554,1
1555,0
1556,0
1557,0
1558,0
1559,1
1560,1
1561,1
1562,1
1563,0
1564,0
1565,0
1566,0
1567,0
1568,0
1569,0
1570,0
1571,1
1572,0
1573,0
1574,0
1575,0
1576,1
1577,0
1578,1
1579,1
1580,0
1581,0
1582,0
1583,1
1584,0
1585,1
1586,1
1587,0
1588,1
1589,0
1590,0
1591,1
1592,0
1593,0
1594,0
1595,0
1596,1
1597,0
1598,0
1599,1
1600,0
1601,0
1602,0
1603,0
1604,1
1605,0
1606,0
1607,1
1608,0
1609,0
1610,0
1611,0
1612,0
1613,1
1614,0
1615,1
1616,1
1617,1
1618,0
1619,0
1620,0
1621,1
1622,0
1623,1
1624,0
1625,0
1626,1
1627,1
1628,1
1629,0
1630,0
1631,0
1632,0
1633,1
1634,0
1635,1
1636,0
1637,0
1638,0
1639,1
1640,0
1641,0
1642,1
1643,1
1644,0
1645,1
1646,0
1647,0
1648,0
1649,0
1650,0
1651,1
1652,0
1653,1
1654,1
1655,0
1656,0
1657,0
1658,0
1659,0
1660,0
1661,1
1662,1
1663,0
1664,0
1665,1
1666,0
1667,1
1668,1
1669,0
1670,1
1671,0
1672,0
1673,0
1674,1
1675,0
1676,1
1677,0
1678,0
1679,0
1680,0
1681,0
1682,0
1683,1
1684,1
1685,1
1686,0
1687,1
1688,0
1689,1
1690,1
1691,1
1692,0
1693,0
1694,1
1695,0
1696,1
1697,0
1698,0
1699,1
1700,0
1701,0
1702,0
1703,0
1704,1
1705,1
1706,1
1707,1
1708,1
1709,0
1710,0
1711,0
1712,0
1713,1
1714,1
1715,0
1716,0
1717,0
1718,1
1719,1
1720,0
1721,1
1722,0
1723,0
1724,0
1725,0
1726,0
1727,0
1728,0
1729,0
1730,0
1731,0
1732,0
1733,1
1734,1
1735,1
1736,0
1737,0
1738,0
1739,0
1740,0
1741,1
1742,1
1743,0
1744,0
1745,1
1746,0
1747,0
1748,1
1749,1
1750,0
1751,1
1752,0
1753,0
1754,1
1755,0
1756,1
1757,0
1758,0
1759,0
1760,0
1761,1
1762,1
1763,1
1764,0
1765,1
1766,1
1767,1
1768,0
1769,0
1770,1
1771,1
1772,1
1773,1
1774,0
1775,1
1776,0
1777,1
1778,0
1779,0
1780,0
1781,1
1782,0
1783,1
1784,0
1785,1
1786,1
1787,0
1788,0
1789,0
1790,0
1791,0
1792,0
1793,0
1794,0
1795,0
1796,1
1797,0
1798,1
1799,0
1800,1
1801,0
1802,0
1803,1
1804,0
1805,0
1806,0
1807,0
1808,0
1809,1
1810,0
1811,0
1812,0
1813,0
1814,0
1815,1
1816,0
1817,0
1818,0
1819,0
1820,1
1821,1
1822,0
1823,0
1824,0
1825,0
1826,1
1827,1
1828,0
1829,0
1830,1
1831,0
1832,0
1833,0
1834,0
1835,0
1836,1
1837,1
1838,1
1839,0
1840,1
1841,0
1842,1
1843,1
1844,0
1845,0
1846,0
1847,0
1848,1
1849,0
1850,1
1851,0
1852,1
1853,0
1854,0
1855,1
1856,1
1857,0
1858,0
1859,0
1860,0
1861,1
1862,0
1863,0
1864,0
1865,1
1866,1
1867,0
1868,0
1869,1
1870,0
1871,0
1872,1
1873,0
1874,0
1875,0
1876,1
1877,0
1878,0
1879,0
1880,1
1881,0
1882,0
1883,0
1884,0
1885,0
1886,0
1887,0
1888,1
1889,0
1890,1
1891,0
1892,0
1893,0
1894,1
1895,0
1896,1
1897,0
1898,0
1899,1
1900,0
1901,0
1902,1
1903,0
1904,1
1905,0
1906,0
1907,0
1908,0
1909,1
1910,0
1911,0
1912,0
1913,0
1914,0
1915,0
1916,0
1917,0
1918,1
1919,0
1920,1
1921,1
1922,0
1923,1
1924,0
1925,0
1926,0
1927,0
1928,0
1929,0
1930,1
1931,0
1932,1
1933,0
1934,1
1935,0
1936,1
1937,1
1938,1
1939,0
1940,0
1941,0
1942,1
1943,1
1944,1
1945,1
1946,0
1947,0
1948,1
1949,0
1950,1
1951,0
1952,0
1953,1
1954,1
1955,1
1956,0
1957,0
1958,1
1959,0
1960,0
1961,1
1962,1
1963,1
1964,0
1965,0
1966,1
1967,0
1968,0
1969,0
1970,1
1971,1
1972,1
1973,1
1974,0
1975,1
1976,0
1977,0
1978,0
1979,0
1980,0
1981,1
1982,0
1983,1
1984,0
1985,0
1986,0
1987,0
1988,0
1989,1
1990,0
1991,1
1992,1
1993,0
1994,0
1995,1
1996,0
1997,1
1998,0
1999,0
2000,0
2001,1
2002,1
2003,0
2004,1
2005,1
2006,0
2007,0
2008,0
2009,0
2010,1
2011,1
2012,0
2013,1
2014,0
2015,1
2016,1
2017,0
2018,0
2019,0
2020,0
2021,0
2022,0
2023,1
2024,1
2025,0
2026,1
2027,1
2028,1
2029,0
2030,1
2031,0
2032,1
2033,0
2034,1
2035,1
2036,1
2037,0
2038,1
2039,0
2040,0
2041,1
2042,1
2043,0
2044,1
2045,1
2046,0
2047,0
2048,0
2049,0
2050,1
2051,1
2052,1
2053,0
2054,0
2055,1
2056,1
2057,0
2058,1
2059,1
2060,0
2061,0
2062,0
2063,1
2064,0
2065,0
2066,0
2067,0
2068,1
2069,0
2070,0
2071,0
2072,1
2073,0
2074,0
2075,1
2076,0
2077,0
2078,0
2079,0
2080,1
2081,1
2082,0
2083,0
2084,0
2085,1
2086,1
2087,0
2088,0
2089,0
2090,0
2091,1
2092,0
2093,0
2094,0
2095,1
2096,1
2097,0
2098,1
2099,1
2100,0
2101,1
2102,1
2103,0
2104,0
2105,1
2106,1
2107,1
2108,0
2109,0
2110,0
2111,0
2112,0
2113,0
2114,1
2115,0
2116,0
2117,0
2118,0
2119,0
2120,0
2121,0
2122,0
2123,0
2124,0
2125,1
2126,0
2127,0
2128,0
2129,1
2130,0
2131,0
2132,0
2133,0
2134,0
2135,0
2136,0
2137,1
2138,0
2139,1
2140,0
2141,0
2142,0
2143,1
2144,0
2145,1
2146,0
2147,0
2148,0
2149,0
2150,0
2151,0
2152,0
2153,0
2154,0
2155,1
2156,0
2157,0
2158,0
2159,1
2160,1
2161,0
2162,0
2163,1
2164,1
2165,0
2166,0
2167,1
2168,1
2169,0
2170,0
2171,0
2172,0
2173,0
2174,0
2175,0
2176,0
2177,0
2178,1
2179,0
2180,1
2181,1
2182,1
2183,1
2184,1
2185,0
2186,1
2187,0
2188,1
2189,1
2190,1
2191,1
2192,0
2193,1
2194,0
2195,0
2196,0
2197,0
2198,1
2199,0
2200,0
2201,1
2202,0
2203,1
2204,1
2205,1
2206,0
2207,0
2208,0
2209,0
2210,0
2211,1
2212,1
2213,0
2214,0
2215,1
2216,0
2217,0
2218,1
2219,0
2220,0
2221,0
2222,1
2223,1
2224,1
2225,1
2226,1
2227,1
2228,0
2229,0
2230,0
2231,0
2232,0
2233,1
2234,1
2235,1
2236,1
2237,0
2238,1
2239,1
2240,0
2241,1
2242,0
2243,0
2244,0
2245,0
2246,1
2247,1
2248,1
2249,0
2250,0
2251,0
2252,0
2253,1
2254,1
2255,1
2256,1
2257,1
2258,0
2259,0
2260,1
2261,0
2262,0
2263,0
2264,1
2265,1
2266,0
2267,0
2268,1
2269,0
2270,1
2271,0
2272,1
2273,1
2274,1
2275,0
2276,0
2277,1
2278,1
2279,0
2280,0
2281,0
2282,1
2283,0
2284,1
2285,0
2286,1
2287,1
2288,0
2289,1
2290,0
2291,0
2292,1
2293,0
2294,1
2295,0
2296,0
2297,0
2298,1
2299,1
2300,0
2301,1
2302,0
2303,0
2304,0
2305,0
2306,1
2307,0
2308,1
2309,1
2310,1
2311,1
2312,0
2313,0
2314,0
2315,0
2316,0
2317,0
2318,0
2319,0
2320,0
2321,1
2322,1
2323,1
2324,1
2325,1
2326,0
2327,0
2328,0
2329,0
2330,0
2331,0
2332,0
2333,0
2334,0
2335,0
2336,1
2337,0
2338,0
2339,1
2340,1
2341,0
2342,1
2343,1
2344,0
2345,0
2346,0
2347,0
2348,1
2349,0
2350,1
2351,0
2352,1
2353,1
2354,1
2355,0
2356,1
2357,0
2358,0
2359,0
2360,0
2361,1
2362,0
2363,0
2364,0
2365,0
2366,0
2367,1
2368,0
2369,1
2370,0
2371,0
2372,0
2373,1
2374,1
2375,0
2376,1
2377,1
2378,1
2379,0
2380,0
2381,1
2382,0
2383,0
2384,0
2385,0
2386,1
2387,1
2388,1
2389,0
2390,0
2391,0
2392,0
2393,0
2394,0
2395,0
2396,0
2397,0
2398,1
2399,0
2400,0
2401,1
2402,0
2403,1
2404,1
2405,0
2406,1
2407,0
2408,0
2409,0
2410,1
2411,0
2412,0
2413,1
2414,0
2415,1
2416,1
2417,0
2418,0
2419,0
2420,0
2421,0
2422,1
2423,0
2424,0
2425,0
2426,0
2427,1
2428,1
2429,0
2430,0
2431,1
2432,0
2433,1
2434,1
2435,0
2436,1
2437,0
2438,0
2439,1
2440,1
2441,1
2442,0
2443,1
2444,0
2445,0
2446,0
2447,1
2448,0
2449,1
2450,0
2451,0
2452,1
2453,1
2454,0
2455,0
2456,1
2457,0
2458,0
2459,1
2460,1
2461,0
2462,0
2463,0
2464,1
2465,1
2466,0
2467,0
2468,1
2469,0
2470,0
2471,0
2472,0
2473,1
2474,1
2475,0
2476,1
2477,1
2478,1
2479,0
2480,0
2481,1
2482,1
2483,0
2484,1
2485,1
2486,0
2487,1
2488,0
2489,1
2490,1
2491,0
2492,1
2493,0
2494,0
2495,0
2496,1
2497,0
2498,0
2499,0
2500,0
2501,1
2502,0
2503,0
2504,0
2505,1
2506,0
2507,1
2508,0
2509,0
2510,1
2511,1
2512,1
2513,1
2514,1
2515,1
2516,0
2517,1
2518,0
2519,1
2520,0
2521,0
2522,0
2523,0
2524,1
2525,1
2526,0
2527,1
2528,0
2529,1
2530,1
2531,0
2532,1
2533,1
2534,1
2535,0
2536,1
2537,1
2538,0
2539,0
2540,0
2541,1
2542,0
2543,1
2544,1
2545,0
2546,0
2547,0
2548,1
2549,0
2550,1
2551,0
2552,1
2553,1
2554,0
2555,0
2556,0
2557,0
2558,0
2559,0
2560,0
2561,0
2562,0
2563,1
2564,0
2565,1
2566,0
2567,1
2568,1
2569,0
2570,1
2571,0
2572,1
2573,1
2574,1
2575,0
2576,0
2577,0
2578,0
2579,0
2580,0
2581,0
2582,0
2583,1
2584,1
2585,0
2586,1
2587,0
2588,0
2589,0
2590,1
2591,0
2592,0
2593,1
2594,0
2595,1
2596,0
2597,1
2598,0
2599,0
2600,1
2601,1
2602,0
2603,0
2604,1
2605,0
2606,1
2607,1
2608,0
2609,0
2610,0
2611,1
2612,1
2613,0
2614,0
2615,0
2616,1
2617,0
2618,0
2619,1
2620,0
2621,0
2622,0
2623,0
2624,0
2625,0
2626,0
2627,0
2628,0
2629,0
2630,1
2631,0
2632,0
2633,1
2634,0
2635,0
2636,0
2637,1
2638,0
2639,1
2640,1
2641,1
2642,0
2643,1
2644,1
2645,0
2646,0
2647,1
2648,0
2649,0
2650,0
2651,0
2652,1
2653,0
2654,1
2655,1
2656,1
2657,0
2658,1
2659,0
2660,0
2661,0
2662,0
2663,1
2664,0
2665,1
2666,0
2667,0
2668,0
2669,0
2670,1
2671,1
2672,1
2673,0
2674,1
2675,1
2676,0
2677,1
2678,0
2679,0
2680,0
2681,0
2682,0
2683,1
2684,0
2685,0
2686,0
2687,0
2688,1
2689,0
2690,1
2691,0
2692,1
2693,1
2694,1
2695,1
2696,0
2697,1
2698,0
2699,0
2700,1
2701,1
2702,1
2703,0
2704,1
2705,0
2706,0
2707,1
2708,0
2709,0
2710,1
2711,0
2712,1
2713,1
2714,1
2715,0
2716,1
2717,1
2718,0
2719,1
2720,0
2721,0
2722,1
2723,0
2724,0
2725,0
2726,0
2727,0
2728,0
2729,0
2730,0
2731,0
2732,0
2733,0
2734,1
2735,0
2736,1
2737,0
2738,0
2739,0
2740,0
2741,1
2742,0
2743,0
2744,0
2745,0
2746,1
2747,0
2748,0
2749,0
2750,0
2751,1
2752,0
2753,0
2754,0
2755,1
2756,1
2757,0
2758,1
2759,1
2760,0
2761,0
2762,0
2763,0
2764,1
2765,1
2766,0
2767,0
2768,1
2769,1
2770,0
2771,1
2772,1
2773,0
2774,0
2775,0
2776,1
2777,1
2778,0
2779,0
2780,0
2781,1
2782,0
2783,0
2784,0
2785,0
2786,0
2787,1
2788,0
2789,0
2790,0
2791,0
2792,0
2793,1
2794,1
2795,1
2796,0
2797,0
2798,0
2799,1
2800,0
2801,0
2802,1
2803,0
2804,1
2805,0
2806,0
2807,0
2808,1
2809,1
2810,0
2811,0
2812,1
2813,0
2814,0
2815,1
2816,1
2817,1
2818,0
2819,0
2820,0
2821,0
2822,0
2823,1
2824,1
2825,0
2826,0
2827,0
2828,0
2829,0
2830,0
2831,0
2832,1
2833,1
2834,0
2835,1
2836,0
2837,1
2838,1
2839,0
2840,0
2841,0
2842,0
2843,0
2844,0
2845,0
2846,1
2847,1
2848,0
2849,1
2850,1
2851,1
2852,0
2853,1
2854,1
2855,1
2856,1
2857,0
2858,1
2859,1
2860,1
2861,0
2862,0
2863,0
2864,1
2865,0
2866,0
2867,0
2868,0
2869,1
2870,1
2871,1
2872,0
2873,1
2874,0
2875,1
2876,0
2877,0
2878,0
2879,1
2880,1
2881,1
2882,1
2883,0
2884,0
2885,1
2886,1
2887,0
2888,1
2889,0
2890,1
2891,0
2892,0
2893,0
2894,0
2895,0
2896,1
2897,1
2898,1
2899,0
2900,0
2901,0
2902,0
2903,0
2904,0
2905,0
2906,0
2907,1
2908,0
2909,0
2910,0
2911,1
2912,0
2913,1
2914,0
2915,0
2916,0
2917,0
2918,0
2919,0
2920,0
2921,0
2922,1
2923,0
2924,0
2925,0
2926,1
2927,1
2928,1
2929,0
2930,0
2931,0
2932,1
2933,0
2934,0
2935,0
2936,0
2937,1
2938,0
2939,1
2940,1
2941,1
2942,1
2943,0
2944,0
2945,0
2946,1
2947,1
2948,0
2949,0
2950,0
2951,1
2952,0
2953,0
2954,1
2955,0
2956,1
2957,1
2958,0
2959,0
2960,0
2961,0
2962,1
2963,0
2964,0
2965,1
2966,1
2967,1
2968,0
2969,0
2970,0
2971,0
2972,0
2973,0
2974,1
2975,0
2976,1
2977,0
2978,1
2979,1
2980,1
2981,1
2982,0
2983,0
2984,1
2985,1
2986,0
2987,0
2988,0
2989,0
2990,0
2991,0
2992,0
2993,1
2994,0
2995,1
2996,1
2997,0
